"","e9-set3","e9-set5","e9-set6","e10-set2","e10-set3","e10-set5","e10-set6"
"ENSMUSG00000026707",282,261,253,412,353,288,310
"ENSMUSG00000103778",6,0,1,0,0,1,0
"ENSMUSG00000017418",2183,2394,2600,4117,3444,2586,2857
"ENSMUSG00000102258",0,1,1,1,2,1,0
"ENSMUSG00000083860",3,0,1,2,0,1,1
"ENSMUSG00000080930",0,0,0,0,0,0,0
"ENSMUSG00000083631",0,0,0,0,0,0,0
"ENSMUSG00000082632",1,4,4,0,1,0,1
"ENSMUSG00000081389",0,0,0,0,0,0,0
"ENSMUSG00000075520",0,0,0,0,0,0,0
"ENSMUSG00000103356",0,0,0,0,0,0,0
"ENSMUSG00000081245",0,0,0,0,0,0,0
"ENSMUSG00000103865",1,0,0,1,0,1,0
"ENSMUSG00000026748",370,436,344,934,860,738,701
"ENSMUSG00000076950",0,0,0,0,0,0,0
"ENSMUSG00000082235",0,0,0,0,0,0,0
"ENSMUSG00000081525",0,0,0,0,0,0,0
"ENSMUSG00000085193",0,0,0,0,0,0,0
"ENSMUSG00000053702",27160,33901,37877,44231,41275,29547,29674
"ENSMUSG00000085100",10,4,3,6,4,7,1
"ENSMUSG00000099161",0,0,0,0,0,0,0
"ENSMUSG00000081851",0,0,0,0,0,0,0
"ENSMUSG00000062651",0,0,0,0,0,0,0
"ENSMUSG00000081116",0,0,0,0,0,0,0
"ENSMUSG00000054057",677,597,503,1260,1107,902,844
"ENSMUSG00000085319",12,4,3,6,13,9,8
"ENSMUSG00000054074",1427,1253,1227,1487,1418,1446,1376
"ENSMUSG00000086340",7,9,1,8,4,6,5
"ENSMUSG00000026743",1800,1981,2054,3149,2828,2164,2167
"ENSMUSG00000099050",4,6,2,12,2,8,5
"ENSMUSG00000092814",2,1,2,1,1,0,0
"ENSMUSG00000064964",0,0,0,0,3,0,0
"ENSMUSG00000081619",2,2,1,8,2,4,4
"ENSMUSG00000026740",792,758,789,1183,1004,968,992
"ENSMUSG00000083070",1,0,0,0,0,0,0
"ENSMUSG00000082520",0,0,0,1,0,0,0
"ENSMUSG00000081181",0,0,0,0,0,0,0
"ENSMUSG00000082943",0,0,0,0,0,0,0
"ENSMUSG00000086882",1,0,0,1,0,0,0
"ENSMUSG00000051154",852,649,554,1228,1075,1027,1172
"ENSMUSG00000026739",1230,1003,955,1744,1449,1268,1328
"ENSMUSG00000037708",0,0,2,0,0,2,2
"ENSMUSG00000092353",0,1,0,1,3,3,5
"ENSMUSG00000081139",0,1,0,4,0,1,1
"ENSMUSG00000097638",0,0,0,0,0,0,0
"ENSMUSG00000026737",889,831,918,1429,1289,1066,1055
"ENSMUSG00000026736",9,6,10,10,20,9,6
"ENSMUSG00000083281",0,0,0,0,1,0,0
"ENSMUSG00000037683",2,6,2,4,5,1,3
"ENSMUSG00000087674",0,1,1,2,1,3,8
"ENSMUSG00000023094",426,267,262,559,487,495,513
"ENSMUSG00000109733",0,0,0,0,1,3,0
"ENSMUSG00000087103",0,0,0,3,2,0,0
"ENSMUSG00000085388",0,0,0,0,0,0,0
"ENSMUSG00000026735",0,0,0,0,0,0,0
"ENSMUSG00000056329",0,0,0,1,2,0,1
"ENSMUSG00000026734",0,0,0,0,0,0,0
"ENSMUSG00000084160",0,0,0,0,0,0,0
"ENSMUSG00000086621",0,0,0,0,1,1,0
"ENSMUSG00000080227",0,0,0,0,0,0,0
"ENSMUSG00000043415",361,235,201,701,697,525,515
"ENSMUSG00000087246",0,0,5,0,1,0,1
"ENSMUSG00000083893",0,0,0,0,0,0,0
"ENSMUSG00000077342",0,0,0,0,0,0,0
"ENSMUSG00000105927",0,0,0,0,0,0,0
"ENSMUSG00000036617",726,1028,1067,1061,1016,916,919
"ENSMUSG00000065644",0,0,0,0,0,0,0
"ENSMUSG00000083777",0,0,0,0,0,0,0
"ENSMUSG00000060795",0,0,3,2,2,0,1
"ENSMUSG00000082164",0,0,0,0,0,1,1
"ENSMUSG00000081128",10,6,3,3,5,7,16
"ENSMUSG00000065253",0,0,0,0,0,0,0
"ENSMUSG00000091457",0,0,0,0,0,0,0
"ENSMUSG00000085477",0,0,0,0,0,0,0
"ENSMUSG00000098575",0,0,0,0,0,0,0
"ENSMUSG00000086418",0,0,0,0,0,0,0
"ENSMUSG00000036591",1939,2578,2489,3828,3996,3066,3025
"ENSMUSG00000085206",7,0,1,2,1,0,4
"ENSMUSG00000075514",170,142,99,168,157,160,153
"ENSMUSG00000086821",0,0,0,0,0,3,2
"ENSMUSG00000087219",0,0,0,0,0,0,0
"ENSMUSG00000026679",138,90,68,128,148,99,126
"ENSMUSG00000089576",0,0,0,0,0,0,0
"ENSMUSG00000048550",460,399,402,561,524,395,504
"ENSMUSG00000084071",0,0,0,0,0,1,2
"ENSMUSG00000085680",0,0,0,0,0,0,0
"ENSMUSG00000045967",32,0,0,0,1,12,14
"ENSMUSG00000080846",1,0,0,0,0,0,0
"ENSMUSG00000077572",0,0,0,0,0,0,0
"ENSMUSG00000081467",0,0,0,1,0,0,0
"ENSMUSG00000025716",0,0,2,0,0,2,0
"ENSMUSG00000082516",1,0,0,0,0,1,1
"ENSMUSG00000083863",29,10,6,46,20,29,36
"ENSMUSG00000083563",60,17,18,100,112,68,79
"ENSMUSG00000082884",3,2,0,3,3,4,3
"ENSMUSG00000026787",58,32,43,18,13,33,47
"ENSMUSG00000106199",0,0,0,0,0,0,0
"ENSMUSG00000092811",0,0,0,0,0,0,0
"ENSMUSG00000083453",0,0,0,0,0,0,0
"ENSMUSG00000085353",0,0,0,0,0,0,0
"ENSMUSG00000083057",0,0,0,0,0,0,0
"ENSMUSG00000026786",90,41,47,135,116,110,113
"ENSMUSG00000069136",32,20,21,14,29,7,17
"ENSMUSG00000026784",1072,872,1006,1278,1140,1074,1015
"ENSMUSG00000084625",0,1,0,0,1,1,0
"ENSMUSG00000081861",0,5,3,1,0,3,0
"ENSMUSG00000058835",1935,1945,1928,3530,3175,2309,2642
"ENSMUSG00000083650",1,1,1,0,0,3,0
"ENSMUSG00000026781",1467,1160,1142,2322,2072,1574,1684
"ENSMUSG00000026779",793,771,793,1201,976,858,884
"ENSMUSG00000026775",6192,5254,5385,10065,8559,6255,6807
"ENSMUSG00000081648",8,0,2,3,4,5,4
"ENSMUSG00000026774",0,0,0,0,0,0,0
"ENSMUSG00000084098",2,3,7,7,8,7,9
"ENSMUSG00000069132",3,0,0,0,0,0,3
"ENSMUSG00000102704",9,0,3,6,3,1,6
"ENSMUSG00000026771",788,651,597,1308,1156,920,1023
"ENSMUSG00000081519",0,0,0,0,0,0,0
"ENSMUSG00000083729",0,0,0,0,0,0,0
"ENSMUSG00000088368",0,0,0,0,0,0,0
"ENSMUSG00000083373",5,0,1,0,3,2,2
"ENSMUSG00000026986",66,45,39,158,121,96,97
"ENSMUSG00000061809",0,0,0,0,0,0,0
"ENSMUSG00000026985",0,0,0,0,0,0,0
"ENSMUSG00000083116",2,2,3,2,4,3,3
"ENSMUSG00000044103",0,0,0,0,0,1,0
"ENSMUSG00000026984",0,0,0,0,0,0,0
"ENSMUSG00000104173",0,0,0,0,0,0,0
"ENSMUSG00000083172",0,0,0,0,0,0,0
"ENSMUSG00000026983",0,0,0,0,0,0,0
"ENSMUSG00000046845",0,0,0,0,0,0,0
"ENSMUSG00000085999",0,0,0,0,0,0,0
"ENSMUSG00000026981",72,3,0,0,0,65,49
"ENSMUSG00000026979",54,35,31,45,67,69,50
"ENSMUSG00000026976",8,9,7,11,11,7,7
"ENSMUSG00000085057",0,0,0,1,2,1,1
"ENSMUSG00000099120",0,0,0,0,0,0,0
"ENSMUSG00000082307",1,0,1,1,2,3,6
"ENSMUSG00000085330",1,0,0,0,0,0,0
"ENSMUSG00000102591",0,0,0,0,0,0,2
"ENSMUSG00000084241",1,0,1,2,0,0,2
"ENSMUSG00000088571",0,0,0,0,0,0,0
"ENSMUSG00000004113",60,37,22,69,86,88,75
"ENSMUSG00000083973",0,0,0,0,0,0,0
"ENSMUSG00000036893",3020,3355,3377,4454,4310,3541,3593
"ENSMUSG00000103162",0,0,0,0,0,0,0
"ENSMUSG00000102875",1,4,2,10,3,7,9
"ENSMUSG00000026972",127,103,96,190,190,158,211
"ENSMUSG00000093190",0,0,0,0,0,0,0
"ENSMUSG00000026974",2197,1760,1556,2017,1765,2506,2214
"ENSMUSG00000026975",785,581,555,655,627,703,618
"ENSMUSG00000036850",1401,1260,1199,1678,1329,1528,1664
"ENSMUSG00000036833",313,339,298,588,552,540,467
"ENSMUSG00000084383",4,1,5,3,4,4,1
"ENSMUSG00000083796",3,3,0,0,3,2,3
"ENSMUSG00000065798",0,0,0,0,0,0,0
"ENSMUSG00000089513",0,0,0,0,0,0,0
"ENSMUSG00000006476",1161,1125,1081,1628,1433,1513,1363
"ENSMUSG00000092845",0,1,1,0,0,2,0
"ENSMUSG00000099320",1,3,1,7,2,3,3
"ENSMUSG00000036813",0,4,1,0,1,0,0
"ENSMUSG00000036805",1,2,1,0,1,1,4
"ENSMUSG00000087028",3,7,0,11,9,8,9
"ENSMUSG00000078202",176,210,185,302,281,305,293
"ENSMUSG00000103217",0,0,0,0,0,0,0
"ENSMUSG00000059555",290,309,224,483,413,382,430
"ENSMUSG00000013465",2355,2302,2267,3343,3048,2695,2581
"ENSMUSG00000064919",3,6,5,14,12,3,12
"ENSMUSG00000036770",2,5,0,4,7,0,4
"ENSMUSG00000026969",0,2,0,1,0,0,3
"ENSMUSG00000036752",12481,11078,11564,13697,12745,13319,13409
"ENSMUSG00000006469",0,0,0,1,0,0,0
"ENSMUSG00000089953",4,3,3,1,1,1,7
"ENSMUSG00000036731",0,0,0,1,0,0,1
"ENSMUSG00000044628",224,141,173,99,154,202,165
"ENSMUSG00000006471",844,1006,1021,1037,1208,1041,924
"ENSMUSG00000078201",255,248,242,339,318,332,317
"ENSMUSG00000048707",197,186,186,231,209,193,184
"ENSMUSG00000026966",1821,1432,1378,2252,1838,2009,2079
"ENSMUSG00000026965",3352,3415,3445,5464,5422,4404,4273
"ENSMUSG00000026963",0,0,0,0,0,0,0
"ENSMUSG00000026961",0,0,0,0,0,0,0
"ENSMUSG00000026959",136,4,0,3,0,101,103
"ENSMUSG00000085830",9,0,0,0,1,3,5
"ENSMUSG00000097345",16,11,14,22,19,15,22
"ENSMUSG00000036646",2886,2776,2841,4233,3563,3208,3324
"ENSMUSG00000088171",0,1,4,1,3,6,3
"ENSMUSG00000026958",333,268,306,314,333,404,370
"ENSMUSG00000026956",154,86,83,188,224,219,237
"ENSMUSG00000026955",355,454,397,512,535,460,489
"ENSMUSG00000015085",3,1,0,0,0,3,1
"ENSMUSG00000015094",309,205,141,383,361,386,362
"ENSMUSG00000036587",1,3,0,0,0,1,1
"ENSMUSG00000026944",428,492,487,810,700,652,567
"ENSMUSG00000104741",0,0,0,0,0,0,0
"ENSMUSG00000047617",221,123,147,203,202,268,242
"ENSMUSG00000015093",15,37,39,50,61,47,38
"ENSMUSG00000015090",25,0,0,1,1,21,22
"ENSMUSG00000026943",0,0,0,0,0,0,0
"ENSMUSG00000015083",53,75,86,75,87,76,56
"ENSMUSG00000015095",1531,1774,1641,2485,2326,2195,1830
"ENSMUSG00000026942",920,718,786,1165,1044,1016,941
"ENSMUSG00000083043",6,1,4,4,5,1,6
"ENSMUSG00000083528",11,1,2,2,3,0,4
"ENSMUSG00000015092",3575,3102,3274,3838,3259,3811,3675
"ENSMUSG00000026941",335,305,292,346,349,341,312
"ENSMUSG00000036504",1222,893,806,1524,1199,1452,1294
"ENSMUSG00000029419",1,1,1,3,0,2,5
"ENSMUSG00000097872",0,0,0,0,0,0,0
"ENSMUSG00000015087",3720,3609,3616,4333,3998,3984,4130
"ENSMUSG00000052403",9,17,15,11,23,14,17
"ENSMUSG00000026940",5,6,4,7,6,10,2
"ENSMUSG00000026939",155,121,152,153,129,181,188
"ENSMUSG00000026938",4,1,2,11,1,4,7
"ENSMUSG00000036449",0,0,0,0,0,0,0
"ENSMUSG00000026937",0,0,0,0,0,0,0
"ENSMUSG00000045684",0,0,0,0,0,0,0
"ENSMUSG00000047356",0,0,0,0,0,0,0
"ENSMUSG00000062061",0,0,0,0,0,0,1
"ENSMUSG00000087612",0,3,2,5,2,0,2
"ENSMUSG00000049086",335,294,249,254,216,300,282
"ENSMUSG00000079539",1,1,0,0,0,0,1
"ENSMUSG00000026936",0,0,0,0,0,0,0
"ENSMUSG00000069080",0,0,0,0,0,1,0
"ENSMUSG00000085484",0,0,0,0,0,0,0
"ENSMUSG00000090073",0,0,0,0,0,0,0
"ENSMUSG00000036401",0,0,0,0,0,0,0
"ENSMUSG00000023210",0,0,0,0,0,0,0
"ENSMUSG00000059625",0,0,0,0,0,0,0
"ENSMUSG00000058740",34,2,1,4,0,14,23
"ENSMUSG00000026933",1775,2087,2149,2781,2620,2137,2200
"ENSMUSG00000082357",2,1,3,3,2,2,2
"ENSMUSG00000036352",2620,2372,2455,3705,3456,3212,3035
"ENSMUSG00000026932",283,309,310,607,545,510,469
"ENSMUSG00000087515",0,0,0,0,0,0,0
"ENSMUSG00000087679",909,833,815,1111,1063,1229,1320
"ENSMUSG00000087595",54,57,60,78,73,61,57
"ENSMUSG00000085545",0,1,1,0,1,0,1
"ENSMUSG00000026934",25,21,45,20,14,19,9
"ENSMUSG00000098977",1,1,0,0,0,0,0
"ENSMUSG00000036327",1041,1060,1039,1252,1201,1132,1159
"ENSMUSG00000048038",12,18,25,40,33,22,30
"ENSMUSG00000026930",1915,2076,2088,2419,2230,2138,2113
"ENSMUSG00000075467",2174,1941,1982,2532,2224,2456,2598
"ENSMUSG00000026928",37,14,24,21,28,27,47
"ENSMUSG00000086779",12,37,39,52,51,42,27
"ENSMUSG00000036281",950,1159,1196,1252,1437,1232,1194
"ENSMUSG00000085767",126,170,146,191,193,146,148
"ENSMUSG00000026927",2181,2058,2162,2429,2406,2235,2466
"ENSMUSG00000026926",5474,5657,5262,9267,8274,6414,6504
"ENSMUSG00000026925",736,904,843,1222,1163,1004,945
"ENSMUSG00000026924",2174,3140,3362,4493,4526,3343,3390
"ENSMUSG00000086714",13,13,18,23,18,27,28
"ENSMUSG00000085543",1,1,2,2,2,4,0
"ENSMUSG00000026923",1492,2349,2468,3538,3735,2688,2353
"ENSMUSG00000098548",0,0,0,1,0,0,0
"ENSMUSG00000082864",0,0,0,0,0,0,0
"ENSMUSG00000026921",2679,2370,2014,2486,2216,2260,2242
"ENSMUSG00000092356",0,0,0,0,0,0,0
"ENSMUSG00000065540",0,0,0,0,0,0,0
"ENSMUSG00000105799",0,0,0,0,0,0,0
"ENSMUSG00000026922",344,324,310,447,341,384,376
"ENSMUSG00000036186",202,124,115,193,163,218,203
"ENSMUSG00000097052",135,88,81,45,48,76,74
"ENSMUSG00000064858",0,0,0,0,0,0,0
"ENSMUSG00000077192",128,79,77,99,107,68,76
"ENSMUSG00000086775",0,3,0,0,0,0,2
"ENSMUSG00000026919",0,0,0,0,0,0,0
"ENSMUSG00000082951",0,1,0,0,0,2,2
"ENSMUSG00000015787",0,0,0,0,0,0,0
"ENSMUSG00000036160",1098,965,1045,1374,1200,1056,1066
"ENSMUSG00000015776",1305,1368,1351,1972,1722,1622,1587
"ENSMUSG00000062647",29207,27141,25797,33363,28554,29359,30372
"ENSMUSG00000065258",23,15,23,22,37,23,11
"ENSMUSG00000064829",0,0,0,0,0,0,0
"ENSMUSG00000065295",0,0,0,0,0,0,0
"ENSMUSG00000015790",940,650,637,1018,894,999,957
"ENSMUSG00000014873",1092,897,986,915,977,1025,1018
"ENSMUSG00000014867",10603,9829,9909,13622,12452,10443,11365
"ENSMUSG00000049897",29,15,18,23,30,27,11
"ENSMUSG00000052406",1447,1398,1431,2039,1768,1518,1557
"ENSMUSG00000014852",0,0,0,1,2,0,0
"ENSMUSG00000015488",2009,2086,2126,2959,2506,2139,2067
"ENSMUSG00000036067",155,11,12,8,3,100,20
"ENSMUSG00000083335",0,0,1,0,0,1,1
"ENSMUSG00000087364",0,0,0,4,1,0,0
"ENSMUSG00000009214",0,0,0,0,1,2,0
"ENSMUSG00000036040",682,631,747,657,720,611,625
"ENSMUSG00000009216",54,25,31,42,44,39,33
"ENSMUSG00000085008",0,2,0,0,2,0,0
"ENSMUSG00000000889",3,6,5,8,8,17,9
"ENSMUSG00000009614",167,157,109,691,684,580,509
"ENSMUSG00000091192",0,0,0,0,0,0,0
"ENSMUSG00000009621",989,1124,1124,1476,1270,1298,1255
"ENSMUSG00000086669",0,0,0,0,0,0,0
"ENSMUSG00000076364",0,0,0,0,0,0,0
"ENSMUSG00000109946",38,50,38,58,60,60,54
"ENSMUSG00000026918",5639,5728,5612,7087,6987,6695,6676
"ENSMUSG00000098812",0,1,1,1,4,0,4
"ENSMUSG00000026917",2529,2327,2316,3120,2669,2595,2478
"ENSMUSG00000080538",0,0,0,0,0,0,0
"ENSMUSG00000085929",41,45,45,85,93,84,59
"ENSMUSG00000015846",1605,1842,1719,3371,3000,2254,2315
"ENSMUSG00000085766",23,26,41,66,45,27,41
"ENSMUSG00000026837",5551,6033,7038,8448,9181,7318,7135
"ENSMUSG00000086560",5,18,29,18,18,25,13
"ENSMUSG00000026835",0,0,0,1,0,0,2
"ENSMUSG00000085693",0,0,0,0,0,0,0
"ENSMUSG00000086425",0,1,0,0,0,0,0
"ENSMUSG00000026833",951,494,540,587,500,878,938
"ENSMUSG00000087196",1,1,0,0,0,0,0
"ENSMUSG00000035829",207,230,227,603,514,426,442
"ENSMUSG00000026831",4,5,7,9,7,12,15
"ENSMUSG00000035772",1831,1601,1447,2117,1825,1768,1774
"ENSMUSG00000082895",22,13,7,27,18,27,15
"ENSMUSG00000026829",1,0,0,0,2,1,1
"ENSMUSG00000063611",0,0,0,1,1,2,0
"ENSMUSG00000026821",512,546,404,803,753,757,763
"ENSMUSG00000026818",0,0,2,0,0,0,5
"ENSMUSG00000087667",4,12,16,14,15,11,4
"ENSMUSG00000026816",1640,1609,1602,2122,2009,1855,1831
"ENSMUSG00000089055",0,0,0,0,0,0,0
"ENSMUSG00000078061",0,0,0,0,0,0,0
"ENSMUSG00000026815",104,105,151,283,272,374,283
"ENSMUSG00000026812",1235,1792,1843,2560,2355,2071,1950
"ENSMUSG00000026809",32,23,26,24,27,47,54
"ENSMUSG00000026807",20,15,6,29,30,24,25
"ENSMUSG00000092832",0,0,0,0,0,0,0
"ENSMUSG00000082796",0,0,0,0,0,0,0
"ENSMUSG00000083115",0,0,0,0,0,0,0
"ENSMUSG00000035666",2152,2850,2739,4210,3837,2966,3064
"ENSMUSG00000026806",463,509,515,580,509,476,488
"ENSMUSG00000026805",3,0,2,2,1,2,2
"ENSMUSG00000079502",6,8,7,13,13,13,4
"ENSMUSG00000083773",62,28,25,50,59,49,54
"ENSMUSG00000026803",588,668,665,1039,909,837,763
"ENSMUSG00000086519",0,0,0,0,0,0,0
"ENSMUSG00000082788",0,0,0,0,0,0,0
"ENSMUSG00000043535",2575,3505,3338,5118,4698,3419,3497
"ENSMUSG00000035513",39,61,27,129,174,107,125
"ENSMUSG00000079499",52,75,49,168,140,138,138
"ENSMUSG00000026799",586,746,703,733,701,650,644
"ENSMUSG00000086994",0,0,0,2,0,1,0
"ENSMUSG00000098539",0,0,0,0,2,0,0
"ENSMUSG00000082413",0,1,1,2,1,0,0
"ENSMUSG00000039844",3198,4109,4103,5682,4880,4456,4162
"ENSMUSG00000048316",0,0,0,0,0,0,0
"ENSMUSG00000079497",0,5,1,1,0,1,0
"ENSMUSG00000075425",2,1,8,3,2,0,0
"ENSMUSG00000039826",1408,1438,1275,1810,1606,1486,1547
"ENSMUSG00000026798",497,543,511,617,537,579,604
"ENSMUSG00000059316",1090,1104,1097,1476,1325,1337,1275
"ENSMUSG00000069020",1651,1297,1279,1768,1488,1660,1524
"ENSMUSG00000065485",0,0,0,1,0,2,0
"ENSMUSG00000105010",0,0,0,0,0,0,0
"ENSMUSG00000039798",46,28,25,23,27,28,31
"ENSMUSG00000039787",589,666,721,988,1185,968,894
"ENSMUSG00000026790",3773,4267,4153,5072,4870,4058,3954
"ENSMUSG00000088348",0,0,0,0,0,0,0
"ENSMUSG00000019715",1878,2021,2045,2500,2283,2072,2090
"ENSMUSG00000057738",11344,13358,13845,19255,19880,15634,15155
"ENSMUSG00000098453",7,0,0,0,1,4,3
"ENSMUSG00000039715",311,313,293,552,528,434,434
"ENSMUSG00000054766",26373,19256,18746,26454,23517,23363,24701
"ENSMUSG00000026785",1156,1103,1112,1408,1271,1340,1230
"ENSMUSG00000015335",839,732,737,968,861,899,893
"ENSMUSG00000039686",1082,1210,1253,1522,1616,1434,1380
"ENSMUSG00000039678",1668,1720,1668,2613,2297,1980,1892
"ENSMUSG00000085401",4,3,1,3,4,1,3
"ENSMUSG00000015337",372,381,298,362,342,511,409
"ENSMUSG00000039660",1475,1396,1408,1874,1676,1545,1406
"ENSMUSG00000039648",488,417,442,537,473,566,492
"ENSMUSG00000100747",20,30,25,22,27,25,33
"ENSMUSG00000007476",461,354,362,569,569,492,494
"ENSMUSG00000099041",16,16,19,36,33,29,27
"ENSMUSG00000079484",56,51,45,75,64,71,59
"ENSMUSG00000098794",0,0,0,0,0,0,0
"ENSMUSG00000075419",679,675,626,1136,1011,822,747
"ENSMUSG00000052533",2858,3967,3912,4745,4696,3908,3639
"ENSMUSG00000084892",5,11,10,19,22,9,7
"ENSMUSG00000026860",2400,2352,2178,3511,3269,2890,2827
"ENSMUSG00000026858",1390,1469,1404,2277,2046,1787,1782
"ENSMUSG00000105537",0,0,0,0,0,0,0
"ENSMUSG00000026856",790,851,758,1002,930,958,898
"ENSMUSG00000026853",1152,1423,1390,2703,2596,2138,2299
"ENSMUSG00000087435",2,0,1,0,0,1,0
"ENSMUSG00000039515",6068,5649,5588,7781,6401,6381,6229
"ENSMUSG00000089762",386,425,456,533,466,529,418
"ENSMUSG00000085275",0,0,0,0,1,1,0
"ENSMUSG00000047363",12,19,6,18,8,23,14
"ENSMUSG00000086405",0,0,0,2,1,0,0
"ENSMUSG00000087268",16,24,12,13,10,13,10
"ENSMUSG00000075416",3,4,4,1,6,4,2
"ENSMUSG00000093091",0,3,0,0,0,0,0
"ENSMUSG00000044320",27,26,30,31,28,40,39
"ENSMUSG00000085491",0,0,0,3,1,7,2
"ENSMUSG00000026857",1315,1135,1064,1612,1443,1379,1401
"ENSMUSG00000039483",1119,1018,1110,1384,1284,1280,1183
"ENSMUSG00000039476",2287,1917,2263,1564,1372,2411,2038
"ENSMUSG00000050737",207,179,175,161,107,147,97
"ENSMUSG00000084143",0,0,0,0,1,0,0
"ENSMUSG00000026848",1499,1351,1372,2034,1936,1600,1704
"ENSMUSG00000026849",977,980,920,1357,1253,1111,1066
"ENSMUSG00000026851",1320,1312,1246,1527,1444,1508,1470
"ENSMUSG00000026854",604,618,652,1089,1015,932,852
"ENSMUSG00000075415",2004,2317,2123,3572,3264,2545,2624
"ENSMUSG00000087269",35,40,39,61,58,49,68
"ENSMUSG00000000194",2486,2376,2434,4102,3606,3357,3178
"ENSMUSG00000088891",0,0,2,3,1,0,3
"ENSMUSG00000087430",2,2,1,2,7,2,2
"ENSMUSG00000062661",2670,2386,2171,3793,3382,3287,3184
"ENSMUSG00000055632",23,27,22,61,49,42,37
"ENSMUSG00000076441",228,165,114,264,212,346,219
"ENSMUSG00000084226",0,0,0,0,0,0,0
"ENSMUSG00000026843",2891,2804,2735,3940,3523,3015,2900
"ENSMUSG00000098904",1,0,1,0,2,3,2
"ENSMUSG00000085224",0,0,0,0,0,0,0
"ENSMUSG00000079466",0,0,0,0,0,1,0
"ENSMUSG00000083143",0,0,0,0,0,0,0
"ENSMUSG00000039356",2029,1561,1505,1890,1699,1696,1726
"ENSMUSG00000087549",9,6,7,6,11,11,8
"ENSMUSG00000026842",5046,6887,6747,9731,9154,7578,6826
"ENSMUSG00000043102",6,3,4,5,5,4,6
"ENSMUSG00000026841",4,6,2,6,5,13,12
"ENSMUSG00000086356",0,0,0,1,3,1,3
"ENSMUSG00000026840",15,15,10,171,204,95,80
"ENSMUSG00000001864",4326,3897,3964,5484,4830,4783,4914
"ENSMUSG00000085737",2,3,4,5,2,3,7
"ENSMUSG00000001855",1606,1964,2083,2263,2440,2014,1803
"ENSMUSG00000081480",0,2,0,5,0,4,1
"ENSMUSG00000086192",0,0,1,4,5,1,2
"ENSMUSG00000050592",5100,5509,6173,7714,7254,5906,5629
"ENSMUSG00000090157",97,114,100,148,149,119,110
"ENSMUSG00000099075",0,0,0,0,0,0,0
"ENSMUSG00000051373",259,253,241,371,300,254,281
"ENSMUSG00000039262",7715,13244,13081,17463,16600,13159,12074
"ENSMUSG00000099155",3,0,0,1,0,0,0
"ENSMUSG00000094382",1,7,4,9,11,3,5
"ENSMUSG00000094251",8,7,2,8,13,4,6
"ENSMUSG00000086216",10,12,7,5,7,4,9
"ENSMUSG00000039254",652,754,741,968,992,870,798
"ENSMUSG00000002550",1424,1472,1474,1960,1904,1754,1704
"ENSMUSG00000066068",6,7,5,7,7,14,6
"ENSMUSG00000044627",7148,4581,4783,5806,4849,6207,6628
"ENSMUSG00000002546",2455,2859,2855,4125,3986,3327,3255
"ENSMUSG00000026825",625,289,164,564,557,737,722
"ENSMUSG00000092765",1,0,0,0,0,0,0
"ENSMUSG00000092807",0,0,0,0,1,0,0
"ENSMUSG00000039205",1628,1747,1770,2200,2321,2062,2047
"ENSMUSG00000039195",576,544,475,476,363,517,533
"ENSMUSG00000026822",1,0,0,0,2,4,0
"ENSMUSG00000026820",1162,976,853,1046,989,1169,1204
"ENSMUSG00000083004",1,0,0,1,1,0,0
"ENSMUSG00000026819",568,616,615,786,693,722,699
"ENSMUSG00000039164",226,287,275,400,376,292,303
"ENSMUSG00000103175",0,0,0,0,0,0,0
"ENSMUSG00000085017",0,0,0,0,0,0,0
"ENSMUSG00000039157",474,486,478,791,721,656,642
"ENSMUSG00000026810",854,803,715,1091,933,895,936
"ENSMUSG00000075405",4,1,3,6,3,0,7
"ENSMUSG00000046854",6,3,6,8,17,13,21
"ENSMUSG00000079442",1636,1752,1750,2493,2210,1981,2033
"ENSMUSG00000093147",0,5,5,2,9,4,3
"ENSMUSG00000026811",1507,1502,1479,2073,1939,1750,1753
"ENSMUSG00000026817",6664,5468,5954,7697,6876,6421,6394
"ENSMUSG00000026814",5452,5372,5472,6754,6770,6454,6137
"ENSMUSG00000093336",3,2,0,1,2,0,2
"ENSMUSG00000105312",5,2,4,5,5,3,6
"ENSMUSG00000093277",12,10,9,16,21,10,11
"ENSMUSG00000009566",1081,1044,971,1254,1142,1140,1145
"ENSMUSG00000098972",0,0,0,0,0,0,0
"ENSMUSG00000009555",2491,2292,2207,2925,2850,2683,2662
"ENSMUSG00000093280",0,0,0,0,0,0,0
"ENSMUSG00000105841",0,0,0,0,0,0,0
"ENSMUSG00000059013",908,970,812,1848,1994,1584,1373
"ENSMUSG00000009551",9,14,12,34,33,11,19
"ENSMUSG00000039021",17,9,13,7,10,7,11
"ENSMUSG00000009563",888,858,909,1112,1033,982,971
"ENSMUSG00000053746",135,134,117,187,154,172,184
"ENSMUSG00000038987",22,20,21,31,24,23,37
"ENSMUSG00000026797",1467,1154,1217,1797,1773,1721,1539
"ENSMUSG00000064652",0,0,0,1,0,1,0
"ENSMUSG00000085397",0,6,1,8,6,1,3
"ENSMUSG00000087496",8,12,6,12,7,13,11
"ENSMUSG00000026796",3898,3841,3760,5947,5490,4946,4723
"ENSMUSG00000026792",389,465,419,662,632,503,465
"ENSMUSG00000038900",26376,19871,18972,25966,21087,25458,24965
"ENSMUSG00000065124",0,0,0,0,0,0,0
"ENSMUSG00000026791",402,402,499,445,436,411,422
"ENSMUSG00000038860",266,287,208,577,622,463,535
